ISODateWithMS,tag,iPos,goalTheta,actualTheta,goalPhi,actualPhi,opPower,opPowerSD,opTemp,laserPower,laserTemp,laserCaseTemp,laserCurrent,PDCurrent,LEDcurrent
2024-03-12T13:18:19.280,112,0,0,32.68,0,3.99,-4.13065e-12,3.94492e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:18:21.584,110,1,2,34.66,0,3.99,-4.14464e-12,3.99518e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:18:23.889,110,2,4,36.64,0,3.99,-4.56593e-12,4.01896e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:18:26.182,110,3,6,38.66,0,3.99,-4.62345e-12,4.03128e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:18:28.491,110,4,8,40.64,0,3.99,-4.54661e-12,4.03378e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:18:30.766,110,5,10,42.65,0,3.99,-2.51253e-12,4.73322e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:18:33.038,110,6,12,44.63,0,3.99,5.66082e-12,6.58305e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:18:35.376,110,7,14,46.65,0,3.99,1.06463e-11,5.04435e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:18:37.658,110,8,16,48.63,0,3.99,1.36733e-11,4.43318e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:18:39.926,110,9,18,50.65,0,3.99,1.70529e-11,4.32521e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:18:42.229,110,10,20,52.66,0,3.99,2.08076e-11,4.70062e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:18:44.556,110,11,22,54.64,0,3.99,2.55508e-11,5.30865e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:18:46.854,110,12,24,56.66,0,3.99,3.53611e-11,7.98101e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:18:49.177,110,13,26,58.64,0,3.99,5.17811e-11,1.15602e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:18:51.438,110,14,28,60.65,0,3.99,7.51173e-11,1.49718e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:18:53.736,110,15,30,62.63,0,3.99,1.04547e-10,1.83612e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:18:56.037,110,16,32,64.65,0,3.99,1.38628e-10,2.30702e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:18:58.371,110,17,34,66.63,0,3.99,1.78954e-10,2.53742e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:19:00.715,110,18,36,68.65,0,3.99,2.2432e-10,2.87494e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:19:03.024,110,19,38,70.66,0,3.99,2.72413e-10,3.17361e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:19:05.279,110,20,40,72.64,0,3.99,3.24733e-10,3.52661e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:19:07.582,110,21,42,74.62,0,3.99,3.79292e-10,3.44069e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:19:09.846,110,22,44,76.64,0,3.99,4.35814e-10,3.84227e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:19:12.146,110,23,46,78.65,0,3.99,4.94438e-10,3.6776e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:19:14.473,110,24,48,80.63,0,3.99,5.5232e-10,3.61131e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:19:16.759,110,25,50,82.65,0,3.99,6.11934e-10,3.63021e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:19:19.046,110,26,52,84.63,0,3.99,6.6963e-10,3.39308e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:19:21.367,110,27,54,86.65,0,3.99,7.26379e-10,3.76218e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:19:23.618,110,28,56,88.66,0,3.99,7.81831e-10,3.65677e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:19:25.957,110,29,58,90.64,0,3.99,8.27725e-10,2.75839e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:19:28.264,110,30,60,92.66,0,3.99,8.67585e-10,2.5117e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:19:30.551,110,31,62,94.64,0,3.99,9.07371e-10,2.5173e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:19:32.883,110,32,64,96.65,0,3.99,9.46715e-10,2.51827e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:19:35.119,110,33,66,98.63,0,3.99,9.84658e-10,2.53209e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:19:37.439,110,34,68,100.65,0,3.99,1.02197e-09,2.32076e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:19:39.719,110,35,70,102.63,0,3.99,1.05645e-09,2.20682e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:19:42.016,110,36,72,104.65,0,3.99,1.08812e-09,1.92564e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:19:44.375,110,37,74,106.63,0,3.99,1.11685e-09,1.64816e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:19:46.669,110,38,76,108.64,0,3.99,1.14203e-09,1.61602e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:19:49.001,110,39,78,110.62,0,3.99,1.16276e-09,1.35876e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:19:51.326,110,40,80,112.64,0,3.99,1.17893e-09,1.06134e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:19:53.570,110,41,82,114.65,0,3.99,1.19219e-09,9.45113e-13,10.2803,0,0,0,0,0,0
2024-03-12T13:19:55.908,110,42,84,116.63,0,3.99,1.20256e-09,7.77255e-13,10.2803,0,0,0,0,0,0
2024-03-12T13:19:58.168,110,43,86,118.65,0,3.99,1.21046e-09,7.02808e-13,10.2803,0,0,0,0,0,0
2024-03-12T13:20:00.448,110,44,88,120.63,0,3.99,1.21532e-09,5.07048e-13,10.2803,0,0,0,0,0,0
2024-03-12T13:20:02.736,111,45,90,122.65,0,3.99,1.21739e-09,4.15612e-13,10.2803,0,0,0,0,0,0
2024-03-12T13:20:04.988,110,46,92,124.63,0,3.99,1.21678e-09,4.10657e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:20:07.285,110,47,94,126.64,0,3.99,1.2135e-09,5.11e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:20:09.527,110,48,96,128.62,0,3.99,1.20766e-09,6.05545e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:20:11.753,110,49,98,130.64,0,3.99,1.19899e-09,6.62843e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:20:14.037,110,50,100,132.65,0,3.99,1.18753e-09,9.34671e-13,10.277,0,0,0,0,0,0
2024-03-12T13:20:16.322,110,51,102,134.63,0,3.99,1.17303e-09,9.64216e-13,10.277,0,0,0,0,0,0
2024-03-12T13:20:18.625,110,52,104,136.65,0,3.99,1.15478e-09,1.39324e-12,10.277,0,0,0,0,0,0
2024-03-12T13:20:20.897,110,53,106,138.63,0,3.99,1.13258e-09,1.59934e-12,10.277,0,0,0,0,0,0
2024-03-12T13:20:23.258,110,54,108,140.65,0,3.99,1.1054e-09,1.71456e-12,10.277,0,0,0,0,0,0
2024-03-12T13:20:25.558,110,55,110,142.63,0,3.99,1.07583e-09,2.03332e-12,10.2778,0,0,0,0,0,0
2024-03-12T13:20:27.852,110,56,112,144.64,0,3.99,1.04336e-09,2.24906e-12,10.2778,0,0,0,0,0,0
2024-03-12T13:20:30.206,110,57,114,146.62,0,3.99,1.00871e-09,2.45318e-12,10.2778,0,0,0,0,0,0
2024-03-12T13:20:32.505,110,58,116,148.64,0,3.99,9.71292e-10,2.35016e-12,10.2778,0,0,0,0,0,0
2024-03-12T13:20:34.789,110,59,118,150.65,0,3.99,9.33979e-10,2.31891e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:20:37.075,110,60,120,152.63,0,3.99,8.96048e-10,2.463e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:20:39.386,110,61,122,154.65,0,3.99,8.56556e-10,2.57517e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:20:41.736,110,62,124,156.63,0,3.99,8.15996e-10,2.50059e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:20:44.025,110,63,126,158.65,0,3.99,7.62111e-10,3.36987e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:20:46.360,110,64,128,160.63,0,3.99,7.04661e-10,3.40288e-12,10.2803,0,0,0,0,0,0
2024-03-12T13:20:48.690,110,65,130,162.64,0,3.99,6.46989e-10,4.04424e-12,10.2803,0,0,0,0,0,0
2024-03-12T13:20:51.030,110,66,132,164.62,0,3.99,5.87785e-10,3.54621e-12,10.2803,0,0,0,0,0,0
2024-03-12T13:20:53.383,110,67,134,166.64,0,3.99,5.28099e-10,3.76565e-12,10.2803,0,0,0,0,0,0
2024-03-12T13:20:55.699,110,68,136,168.65,0,3.99,4.69134e-10,3.56993e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:20:57.998,110,69,138,170.63,0,3.99,4.1122e-10,3.71103e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:21:00.244,110,70,140,172.65,0,3.99,3.54184e-10,3.80202e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:21:02.550,110,71,142,174.63,0,3.99,3.00072e-10,3.62095e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:21:04.909,110,72,144,176.65,0,3.99,2.48028e-10,3.19231e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:21:07.243,110,73,146,178.63,0,3.99,2.00225e-10,3.14394e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:21:09.507,110,74,148,180.64,0,3.99,1.56552e-10,2.70212e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:21:11.725,110,75,150,182.62,0,3.99,1.19105e-10,2.49974e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:21:14.026,110,76,152,184.64,0,3.99,8.63266e-11,2.04654e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:21:16.352,110,77,154,186.65,0,3.99,6.02243e-11,1.79917e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:21:18.615,110,78,156,188.63,0,3.99,4.04358e-11,1.23827e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:21:20.858,110,79,158,190.65,0,3.99,2.76955e-11,9.07933e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:21:23.180,110,80,160,192.63,0,3.99,2.13102e-11,5.58043e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:21:25.496,110,81,162,194.65,0,3.99,1.73551e-11,4.77435e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:21:27.820,110,82,164,196.63,0,3.99,1.38395e-11,4.57449e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:21:30.125,110,83,166,198.64,0,3.99,1.07797e-11,4.62809e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:21:32.422,110,84,168,200.62,0,3.99,6.60903e-12,4.98739e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:21:34.687,110,85,170,202.64,0,3.99,-1.28201e-12,7.08096e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:21:36.941,110,86,172,204.65,0,3.99,-4.3209e-12,4.32003e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:21:39.318,110,87,174,206.63,0,3.99,-4.59049e-12,4.02936e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:21:41.577,110,88,176,208.65,0,3.99,-4.65286e-12,3.99003e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:21:43.902,110,89,178,210.63,0,3.99,-4.50388e-12,4.01049e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:21:46.229,110,90,180,212.65,0,3.99,-4.42586e-12,4.0651e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:21:48.095,120,91,180,212.65,0,3.99,-4.43139e-12,4.00231e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:21:50.442,120,92,178,210.67,0,3.99,-4.44407e-12,4.07005e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:21:52.710,120,93,176,208.69,0,3.99,-4.64932e-12,4.02372e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:21:54.972,120,94,174,206.67,0,3.99,-4.64334e-12,4.04737e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:21:57.267,120,95,172,204.69,0,3.99,-4.56255e-12,4.03098e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:21:59.595,120,96,170,202.68,0,3.99,-2.66989e-12,4.31242e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:22:01.882,120,97,168,200.7,0,3.99,4.65183e-12,6.54037e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:22:04.177,120,98,166,198.68,0,3.99,9.74233e-12,5.17725e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:22:06.446,120,99,164,196.7,0,3.99,1.28452e-11,4.54277e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:22:08.720,120,100,162,194.68,0,3.99,1.60361e-11,4.33442e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:22:10.997,120,101,160,192.67,0,3.99,1.9663e-11,4.70611e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:22:13.272,120,102,158,190.69,0,3.99,2.48869e-11,5.3624e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:22:15.588,120,103,156,188.67,0,3.99,3.52894e-11,8.37834e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:22:17.931,120,104,154,186.69,0,3.99,5.26578e-11,1.09361e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:22:20.263,120,105,152,184.68,0,3.99,7.64523e-11,1.47862e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:22:22.540,120,106,150,182.7,0,3.99,1.0638e-10,2.16646e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:22:24.828,120,107,148,180.68,0,3.99,1.42307e-10,2.30853e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:22:27.060,120,108,146,178.7,0,3.99,1.83037e-10,2.7602e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:22:29.344,120,109,144,176.68,0,3.99,2.29395e-10,2.99359e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:22:31.594,120,110,142,174.67,0,3.99,2.79289e-10,3.19837e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:22:33.893,120,111,140,172.69,0,3.99,3.31393e-10,3.35121e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:22:36.190,120,112,138,170.67,0,3.99,3.87542e-10,3.60963e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:22:38.440,120,113,136,168.69,0,3.99,4.43962e-10,3.77206e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:22:40.687,120,114,134,166.68,0,3.99,5.02184e-10,3.64856e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:22:42.943,120,115,132,164.7,0,3.99,5.60508e-10,3.8662e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:22:45.200,120,116,130,162.68,0,3.99,6.18916e-10,3.89806e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:22:47.494,120,117,128,160.7,0,3.99,6.75874e-10,3.692e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:22:49.863,120,118,126,158.68,0,3.99,7.33541e-10,3.56158e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:22:52.140,120,119,124,156.67,0,3.99,7.90207e-10,3.38886e-12,10.2803,0,0,0,0,0,0
2024-03-12T13:22:54.499,120,120,122,154.69,0,3.99,8.33554e-10,2.54978e-12,10.2803,0,0,0,0,0,0
2024-03-12T13:22:56.735,120,121,120,152.67,0,3.99,8.72855e-10,2.79316e-12,10.2803,0,0,0,0,0,0
2024-03-12T13:22:58.996,120,122,118,150.69,0,3.99,9.10916e-10,2.59011e-12,10.2803,0,0,0,0,0,0
2024-03-12T13:23:01.258,120,123,116,148.68,0,3.99,9.48221e-10,2.38563e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:23:03.551,120,124,114,146.7,0,3.99,9.84755e-10,2.44681e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:23:05.807,120,125,112,144.68,0,3.99,1.02017e-09,2.21666e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:23:08.116,120,126,110,142.7,0,3.99,1.05285e-09,1.93116e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:23:10.378,120,127,108,140.68,0,3.99,1.08371e-09,2.00445e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:23:12.631,120,128,106,138.67,0,3.99,1.1122e-09,2.03765e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:23:14.869,120,129,104,136.69,0,3.99,1.13632e-09,1.6249e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:23:17.185,120,130,102,134.67,0,3.99,1.15631e-09,1.47657e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:23:19.502,120,131,100,132.69,0,3.99,1.17232e-09,1.05184e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:23:21.812,120,132,98,130.68,0,3.99,1.18498e-09,8.34976e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:23:24.118,120,133,96,128.7,0,3.99,1.19458e-09,7.02408e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:23:26.371,120,134,94,126.68,0,3.99,1.2015e-09,6.00263e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:23:28.684,120,135,92,124.7,0,3.99,1.20622e-09,4.83429e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:23:30.975,121,136,90,122.68,0,3.99,1.20805e-09,4.16484e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:23:33.289,120,137,88,120.67,0,3.99,1.20758e-09,4.13348e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:23:35.576,120,138,86,118.69,0,3.99,1.2038e-09,5.23297e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:23:37.838,120,139,84,116.67,0,3.99,1.19782e-09,6.24703e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:23:40.085,120,140,82,114.69,0,3.99,1.18928e-09,7.04861e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:23:42.356,120,141,80,112.68,0,3.99,1.17714e-09,9.02262e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:23:44.672,120,142,78,110.7,0,3.99,1.1624e-09,1.143e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:23:46.984,120,143,76,108.68,0,3.99,1.14425e-09,1.42883e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:23:49.295,120,144,74,106.7,0,3.99,1.12117e-09,1.50385e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:23:51.617,120,145,72,104.68,0,3.99,1.09417e-09,1.66619e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:23:53.909,120,146,70,102.67,0,3.99,1.06351e-09,1.91066e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:23:56.186,120,147,68,100.69,0,3.99,1.03048e-09,2.28647e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:23:58.487,120,148,66,98.67,0,3.99,9.93872e-10,2.21084e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:24:00.767,120,149,64,96.69,0,3.99,9.56652e-10,2.57523e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:24:03.088,120,150,62,94.68,0,3.99,9.17145e-10,2.26159e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:24:05.408,120,151,60,92.7,0,3.99,8.77747e-10,2.50528e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:24:07.696,120,152,58,90.68,0,3.99,8.37868e-10,2.56988e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:24:09.970,120,153,56,88.7,0,3.99,7.96545e-10,2.5123e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:24:12.282,120,154,54,86.68,0,3.99,7.44463e-10,3.36233e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:24:14.546,120,155,52,84.67,0,3.99,6.88527e-10,3.92842e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:24:16.850,120,156,50,82.69,0,3.99,6.31803e-10,3.76455e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:24:19.070,120,157,48,80.67,0,3.99,5.73469e-10,3.97717e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:24:21.341,120,158,46,78.69,0,3.99,5.15148e-10,3.62301e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:24:23.640,120,159,44,76.68,0,3.99,4.56965e-10,3.58535e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:24:25.935,120,160,42,74.7,0,3.99,4.00623e-10,3.61454e-12,10.2778,0,0,0,0,0,0
2024-03-12T13:24:28.237,120,161,40,72.68,0,3.99,3.45427e-10,3.16144e-12,10.2778,0,0,0,0,0,0
2024-03-12T13:24:30.547,120,162,38,70.7,0,3.99,2.9292e-10,3.18114e-12,10.2778,0,0,0,0,0,0
2024-03-12T13:24:32.841,120,163,36,68.68,0,3.99,2.43676e-10,3.04209e-12,10.2778,0,0,0,0,0,0
2024-03-12T13:24:35.180,120,164,34,66.67,0,3.99,1.96669e-10,2.79673e-12,10.2803,0,0,0,0,0,0
2024-03-12T13:24:37.485,120,165,32,64.69,0,3.99,1.54738e-10,2.46764e-12,10.2803,0,0,0,0,0,0
2024-03-12T13:24:39.800,120,166,30,62.67,0,3.99,1.18532e-10,2.29855e-12,10.2803,0,0,0,0,0,0
2024-03-12T13:24:42.131,120,167,28,60.69,0,3.99,8.69796e-11,2.02712e-12,10.2803,0,0,0,0,0,0
2024-03-12T13:24:44.384,120,168,26,58.68,0,3.99,6.09851e-11,1.75219e-12,10.2803,0,0,0,0,0,0
2024-03-12T13:24:46.648,120,169,24,56.7,0,3.99,4.18717e-11,1.28124e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:24:48.924,120,170,22,54.68,0,3.99,2.8682e-11,8.8464e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:24:51.132,120,171,20,52.7,0,3.99,2.23633e-11,5.58887e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:24:53.526,120,172,18,50.68,0,3.99,1.81813e-11,5.16224e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:24:55.829,120,173,16,48.67,0,3.99,1.46384e-11,4.71465e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:24:58.149,120,174,14,46.69,0,3.99,1.17399e-11,4.55078e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:25:00.412,120,175,12,44.67,0,3.99,8.46513e-12,4.62652e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:25:02.672,120,176,10,42.69,0,3.99,-9.05828e-14,6.82204e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:25:04.954,120,177,8,40.68,0,3.99,-4.35572e-12,4.39271e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:25:07.216,120,178,6,38.7,0,3.99,-4.7011e-12,4.00433e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:25:09.483,120,179,4,36.68,0,3.99,-4.72941e-12,4.03434e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:25:11.780,120,180,2,34.7,0,3.99,-4.32996e-12,4.01594e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:25:14.045,122,181,0,32.68,0,3.99,-4.25094e-12,3.99601e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:25:16.550,112,182,0,32.68,4,7.99,-4.2087e-12,4.03133e-13,10.2795,0,0,0,0,0,0
2024-03-12T13:25:18.813,110,183,2,34.66,4,7.99,-4.30399e-12,4.02821e-13,10.2778,0,0,0,0,0,0
2024-03-12T13:25:21.087,110,184,4,36.68,4,7.99,-4.71241e-12,3.96589e-13,10.2778,0,0,0,0,0,0
2024-03-12T13:25:23.444,110,185,6,38.66,4,7.99,-4.70141e-12,4.02798e-13,10.2778,0,0,0,0,0,0
2024-03-12T13:25:25.704,110,186,8,40.64,4,7.99,-4.63927e-12,3.95867e-13,10.2778,0,0,0,0,0,0
2024-03-12T13:25:27.972,110,187,10,42.65,4,7.99,-1.87816e-12,4.61178e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:25:30.234,110,188,12,44.63,4,7.99,6.50596e-12,7.34779e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:25:32.509,110,189,14,46.65,4,7.99,1.07661e-11,4.44601e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:25:34.754,110,190,16,48.63,4,7.99,1.36906e-11,4.50264e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:25:37.077,110,191,18,50.65,4,7.99,1.70145e-11,4.46581e-13,10.2787,0,0,0,0,0,0
2024-03-12T13:25:39.398,110,192,20,52.66,4,7.99,2.07e-11,4.74476e-13,10.2803,0,0,0,0,0,0
2024-03-12T13:25:41.654,110,193,22,54.64,4,7.99,2.57818e-11,5.16966e-13,10.2803,0,0,0,0,0,0
2024-03-12T13:25:43.879,110,194,24,56.66,4,7.99,3.62657e-11,9.22195e-13,10.2803,0,0,0,0,0,0
2024-03-12T13:25:46.196,110,195,26,58.64,4,7.99,5.32594e-11,1.14871e-12,10.2803,0,0,0,0,0,0
2024-03-12T13:25:48.460,110,196,28,60.65,4,7.99,7.66457e-11,1.53551e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:25:50.721,110,197,30,62.63,4,7.99,1.06129e-10,1.94465e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:25:53.013,110,198,32,64.65,4,7.99,1.39873e-10,2.34734e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:25:55.287,110,199,34,66.63,4,7.99,1.79512e-10,2.58779e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:25:57.629,110,200,36,68.65,4,7.99,2.24549e-10,2.73077e-12,10.2795,0,0,0,0,0,0
2024-03-12T13:25:59.966,110,201,38,70.66,4,7.99,2.71817e-10,2.82935e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:26:02.311,110,202,40,72.68,4,7.99,3.22688e-10,3.46747e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:26:04.599,110,203,42,74.66,4,7.99,3.76391e-10,3.33251e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:26:06.922,110,204,44,76.64,4,7.99,4.318e-10,3.6503e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:26:09.168,110,205,46,78.65,4,7.99,4.88758e-10,3.80866e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:26:11.478,110,206,48,80.63,4,7.99,5.46183e-10,3.64056e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:26:13.724,110,207,50,82.65,4,7.99,6.04396e-10,3.77044e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:26:16.010,110,208,52,84.63,4,7.99,6.61515e-10,3.37908e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:26:18.308,110,209,54,86.65,4,7.99,7.17977e-10,3.55613e-12,10.2787,0,0,0,0,0,0
2024-03-12T13:26:20.663,110,210,56,88.66,4,7.99,7.73131e-10,3.44699e-12,10.2778,0,0,0,0,0,0
2024-03-12T13:26:22.980,110,211,58,90.64,4,7.99,8.17767e-10,2.8058e-12,10.2778,0,0,0,0,0,0
2024-03-12T13:26:25.244,110,212,60,92.66,4,7.99,8.57496e-10,2.61012e-12,10.2778,0,0,0,0,0,0
2024-03-12T13:26:27.504,110,213,62,94.64,4,7.99,8.97349e-10,2.62675e-12,10.2778,0,0,0,0,0,0
2024-03-12T13:26:29.777,110,214,64,96.65,4,7.99,9.36115e-10,2.64338e-12,10.2778,0,0,0,0,0,0
2024-03-12T13:26:32.062,110,215,66,98.63,4,7.99,9.73924e-10,2.4892e-12,10.2795,0,0,0,0,0,0
